# cid2code.txt (Version 09/22/2009)
#
# * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *
# * * * * * * * * D E P R E C A T I O N   N O T I C E * * * * * * * *
#
# The use of the Adobe-Japan2-0 character collection is now deprecated
# because the Adobe-Japan1-6 character collection made it
# obsolete. Please refer to the two files named "jisx0212-jp90.txt"
# and "jisx0212-jp04.txt" for the mapping from Adobe-Japan2-0 CIDs to
# corresponding Adobe-Japan1-6 CIDs.
#
# * * * * * * * * D E P R E C A T I O N   N O T I C E * * * * * * * *
# * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *
# The data in this table contains seven tab-delimited columns of
# information. The contents of this file supplement Technical Note
# #5097 "Adobe-Japan2-0 Character Collection for CID-Keyed Fonts":
#
# http://www.adobe.com/devnet/font/
#
# This table contains lists CIDs 0 through 6067 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap resource, and if so, provides the encoded
# value. Here are some common aspects of the data that you will find
# in this table:
#
# o All character codes are provided in hexadecimal notation.
#
# o Many of the CMap resources indicated at the head of each column
#   have both "-H" (horizontal writing mode) and "-V" (vertical
#   writing mode) versions. Those with only a "-H" version are
#   explicitly shown with the "-H" appended. Those with both do not
#   have a writing mode suffix.
#
# o The character codes found in a corresponding "-V" (vertical
#   writing mode) CMap resource are indicated by a "v" appended to the
#   hexadecimal code.
#
# o There may be cases of single CIDs being referenced in multiple
#   encoding points within a single CMap resource. These cases are
#   comma-delimited, within the same column.
#
# The following is a synopsis of columns 2 and 7, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "Hojo-H" and "Hojo-V" CMaps (JIS
#   X 0212-1990 character set, ISO-2022-JP-1 encoding).
#
# o Column 3: Character codes for the "Hojo-EUC-H" and "Hojo-EUC-V"
#   CMaps (JIS X 0212-1990 character set, EUC-JP encoding).
#
# o Column 4: Character codes for the "UniHojo-UCS2-H" and
#   "UniHojo-UCS2-V" CMaps (Unicode UCS-2/UTF-16 encoding).
#   (NOTE: These two CMap files are no longer being maintained. The
#   use of the UTF-8, UTF-16, and UTF-32 CMap files is recommended.)
#
# o Column 5: Character codes for the "UniHojo-UTF8-H" and
#   "UniHojo-UTF8-V" CMaps (Unicode UTF-8 encoding).
#
# o Column 6: Character codes for the "UniHojo-UTF16-H" and
#   "UniHojo-UTF16-V" CMaps (Unicode UTF-16 encoding).
#
# o Column 7: Character codes for the "UniHojo-UTF32-H" and
#   "UniHojo-UTF32-V" CMaps (Unicode UTF-32 encoding).
#
CID	Hojo	Hojo-EUC	UniHojo-UCS2	UniHojo-UTF8	UniHojo-UTF16	UniHojo-UTF32
391	313f	8fb1bf	4fcf	e4bf8f	4fcf	00004fcf
392	3140	8fb1c0	4fd2	e4bf92	4fd2	00004fd2
393	3141	8fb1c1	4fdc	e4bf9c	4fdc	00004fdc
394	3142	8fb1c2	4fe0	e4bfa0	4fe0	00004fe0
395	3143	8fb1c3	4fe2	e4bfa2	4fe2	00004fe2
396	3144	8fb1c4	4ff0	e4bfb0	4ff0	00004ff0
397	3145	8fb1c5	4ff2	e4bfb2	4ff2	00004ff2
398	3146	8fb1c6	4ffc	e4bfbc	4ffc	00004ffc
399	3147	8fb1c7	4ffd	e4bfbd	4ffd	00004ffd
400	3148	8fb1c8	4fff	e4bfbf	4fff	00004fff
401	3149	8fb1c9	5000	e58080	5000	00005000
402	314a	8fb1ca	5001	e58081	5001	00005001
403	314b	8fb1cb	5004	e58084	5004	00005004
404	314c	8fb1cc	5007	e58087	5007	00005007
405	314d	8fb1cd	500a	e5808a	500a	0000500a
406	314e	8fb1ce	500c	e5808c	500c	0000500c
407	314f	8fb1cf	500e	e5808e	500e	0000500e
408	3150	8fb1d0	5010	e58090	5010	00005010
409	3151	8fb1d1	5013	e58093	5013	00005013
410	3152	8fb1d2	5017	e58097	5017	00005017
411	3153	8fb1d3	5018	e58098	5018	00005018
412	3154	8fb1d4	501b	e5809b	501b	0000501b
413	3155	8fb1d5	501c	e5809c	501c	0000501c
414	3156	8fb1d6	501d	e5809d	501d	0000501d
415	3157	8fb1d7	501e	e5809e	501e	0000501e
416	3158	8fb1d8	5022	e580a2	5022	00005022
417	3159	8fb1d9	5027	e580a7	5027	00005027
418	315a	8fb1da	502e	e580ae	502e	0000502e
419	315b	8fb1db	5030	e580b0	5030	00005030
420	315c	8fb1dc	5032	e580b2	5032	00005032
421	315d	8fb1dd	5033	e580b3	5033	00005033
422	315e	8fb1de	5035	e580b5	5035	00005035
423	315f	8fb1df	5040	e58180	5040	00005040
424	3160	8fb1e0	5041	e58181	5041	00005041
425	3161	8fb1e1	5042	e58182	5042	00005042
426	3162	8fb1e2	5045	e58185	5045	00005045
427	3163	8fb1e3	5046	e58186	5046	00005046
428	3164	8fb1e4	504a	e5818a	504a	0000504a
429	3165	8fb1e5	504c	e5818c	504c	0000504c
430	3166	8fb1e6	504e	e5818e	504e	0000504e
431	3167	8fb1e7	5051	e58191	5051	00005051
432	3168	8fb1e8	5052	e58192	5052	00005052
433	3169	8fb1e9	5053	e58193	5053	00005053
434	316a	8fb1ea	5057	e58197	5057	00005057
435	316b	8fb1eb	5059	e58199	5059	00005059
436	316c	8fb1ec	505f	e5819f	505f	0000505f
437	316d	8fb1ed	5060	e581a0	5060	00005060
438	316e	8fb1ee	5062	e581a2	5062	00005062
439	316f	8fb1ef	5063	e581a3	5063	00005063
440	3170	8fb1f0	5066	e581a6	5066	00005066
441	3171	8fb1f1	5067	e581a7	5067	00005067
442	3172	8fb1f2	506a	e581aa	506a	0000506a
443	3173	8fb1f3	506d	e581ad	506d	0000506d
444	3174	8fb1f4	5070	e581b0	5070	00005070
445	3175	8fb1f5	5071	e581b1	5071	00005071
446	3176	8fb1f6	503b	e580bb	503b	0000503b
447	3177	8fb1f7	5081	e58281	5081	00005081
448	3178	8fb1f8	5083	e58283	5083	00005083
449	3179	8fb1f9	5084	e58284	5084	00005084
450	317a	8fb1fa	5086	e58286	5086	00005086
451	317b	8fb1fb	508a	e5828a	508a	0000508a
452	317c	8fb1fc	508e	e5828e	508e	0000508e
453	317d	8fb1fd	508f	e5828f	508f	0000508f
454	317e	8fb1fe	5090	e58290	5090	00005090
455	3221	8fb2a1	5092	e58292	5092	00005092
456	3222	8fb2a2	5093	e58293	5093	00005093
457	3223	8fb2a3	5094	e58294	5094	00005094
458	3224	8fb2a4	5096	e58296	5096	00005096
459	3225	8fb2a5	509b	e5829b	509b	0000509b
460	3226	8fb2a6	509c	e5829c	509c	0000509c
461	3227	8fb2a7	509e	e5829e	509e	0000509e
462	3228	8fb2a8	509f	e5829f	509f	0000509f
463	3229	8fb2a9	50a0	e582a0	50a0	000050a0
464	322a	8fb2aa	50a1	e582a1	50a1	000050a1
465	322b	8fb2ab	50a2	e582a2	50a2	000050a2
466	322c	8fb2ac	50aa	e582aa	50aa	000050aa
467	322d	8fb2ad	50af	e582af	50af	000050af
468	322e	8fb2ae	50b0	e582b0	50b0	000050b0
469	322f	8fb2af	50b9	e582b9	50b9	000050b9
470	3230	8fb2b0	50ba	e582ba	50ba	000050ba
471	3231	8fb2b1	50bd	e582bd	50bd	000050bd
472	3232	8fb2b2	50c0	e58380	50c0	000050c0
473	3233	8fb2b3	50c3	e58383	50c3	000050c3
474	3234	8fb2b4	50c4	e58384	50c4	000050c4
475	3235	8fb2b5	50c7	e58387	50c7	000050c7
476	3236	8fb2b6	50cc	e5838c	50cc	000050cc
477	3237	8fb2b7	50ce	e5838e	50ce	000050ce
478	3238	8fb2b8	50d0	e58390	50d0	000050d0
479	3239	8fb2b9	50d3	e58393	50d3	000050d3
480	323a	8fb2ba	50d4	e58394	50d4	000050d4
481	323b	8fb2bb	50d8	e58398	50d8	000050d8
482	323c	8fb2bc	50dc	e5839c	50dc	000050dc
483	323d	8fb2bd	50dd	e5839d	50dd	000050dd
484	323e	8fb2be	50df	e5839f	50df	000050df
485	323f	8fb2bf	50e2	e583a2	50e2	000050e2
486	3240	8fb2c0	50e4	e583a4	50e4	000050e4
487	3241	8fb2c1	50e6	e583a6	50e6	000050e6
488	3242	8fb2c2	50e8	e583a8	50e8	000050e8
489	3243	8fb2c3	50e9	e583a9	50e9	000050e9
490	3244	8fb2c4	50ef	e583af	50ef	000050ef
491	3245	8fb2c5	50f1	e583b1	50f1	000050f1
492	3246	8fb2c6	50f6	e583b6	50f6	000050f6
493	3247	8fb2c7	50fa	e583ba	50fa	000050fa
494	3248	8fb2c8	50fe	e583be	50fe	000050fe
495	3249	8fb2c9	5103	e58483	5103	00005103
496	324a	8fb2ca	5106	e58486	5106	00005106
497	324b	8fb2cb	5107	e58487	5107	00005107
498	324c	8fb2cc	5108	e58488	5108	00005108
499	324d	8fb2cd	510b	e5848b	510b	0000510b
500	324e	8fb2ce	510c	e5848c	510c	0000510c
501	324f	8fb2cf	510d	e5848d	510d	0000510d
502	3250	8fb2d0	510e	e5848e	510e	0000510e
503	3251	8fb2d1	50f2	e583b2	50f2	000050f2
504	3252	8fb2d2	5110	e58490	5110	00005110
505	3253	8fb2d3	5117	e58497	5117	00005117
506	3254	8fb2d4	5119	e58499	5119	00005119
507	3255	8fb2d5	511b	e5849b	511b	0000511b
508	3256	8fb2d6	511c	e5849c	511c	0000511c
509	3257	8fb2d7	511d	e5849d	511d	0000511d
510	3258	8fb2d8	511e	e5849e	511e	0000511e
511	3259	8fb2d9	5123	e584a3	5123	00005123
512	325a	8fb2da	5127	e584a7	5127	00005127
513	325b	8fb2db	5128	e584a8	5128	00005128
514	325c	8fb2dc	512c	e584ac	512c	0000512c
515	325d	8fb2dd	512d	e584ad	512d	0000512d
516	325e	8fb2de	512f	e584af	512f	0000512f
517	325f	8fb2df	5131	e584b1	5131	00005131
518	3260	8fb2e0	5133	e584b3	5133	00005133
519	3261	8fb2e1	5134	e584b4	5134	00005134
520	3262	8fb2e2	5135	e584b5	5135	00005135
521	3263	8fb2e3	5138	e584b8	5138	00005138
522	3264	8fb2e4	5139	e584b9	5139	00005139
523	3265	8fb2e5	5142	e58582	5142	00005142
524	3266	8fb2e6	514a	e5858a	514a	0000514a
525	3267	8fb2e7	514f	e5858f	514f	0000514f
526	3268	8fb2e8	5153	e58593	5153	00005153
527	3269	8fb2e9	5155	e58595	5155	00005155
528	326a	8fb2ea	5157	e58597	5157	00005157
529	326b	8fb2eb	5158	e58598	5158	00005158
530	326c	8fb2ec	515f	e5859f	515f	0000515f
531	326d	8fb2ed	5164	e585a4	5164	00005164
532	326e	8fb2ee	5166	e585a6	5166	00005166
533	326f	8fb2ef	517e	e585be	517e	0000517e
534	3270	8fb2f0	5183	e58683	5183	00005183
535	3271	8fb2f1	5184	e58684	5184	00005184
536	3272	8fb2f2	518b	e5868b	518b	0000518b
537	3273	8fb2f3	518e	e5868e	518e	0000518e
538	3274	8fb2f4	5198	e58698	5198	00005198
539	3275	8fb2f5	519d	e5869d	519d	0000519d
540	3276	8fb2f6	51a1	e586a1	51a1	000051a1
541	3277	8fb2f7	51a3	e586a3	51a3	000051a3
542	3278	8fb2f8	51ad	e586ad	51ad	000051ad
543	3279	8fb2f9	51b8	e586b8	51b8	000051b8
544	327a	8fb2fa	51ba	e586ba	51ba	000051ba
545	327b	8fb2fb	51bc	e586bc	51bc	000051bc
546	327c	8fb2fc	51be	e586be	51be	000051be
547	327d	8fb2fd	51bf	e586bf	51bf	000051bf
548	327e	8fb2fe	51c2	e58782	51c2	000051c2
549	3321	8fb3a1	51c8	e58788	51c8	000051c8
550	3322	8fb3a2	51cf	e5878f	51cf	000051cf
551	3323	8fb3a3	51d1	e58791	51d1	000051d1
552	3324	8fb3a4	51d2	e58792	51d2	000051d2
553	3325	8fb3a5	51d3	e58793	51d3	000051d3
554	3326	8fb3a6	51d5	e58795	51d5	000051d5
555	3327	8fb3a7	51d8	e58798	51d8	000051d8
556	3328	8fb3a8	51de	e5879e	51de	000051de
557	3329	8fb3a9	51e2	e587a2	51e2	000051e2
558	332a	8fb3aa	51e5	e587a5	51e5	000051e5
559	332b	8fb3ab	51ee	e587ae	51ee	000051ee
560	332c	8fb3ac	51f2	e587b2	51f2	000051f2
561	332d	8fb3ad	51f3	e587b3	51f3	000051f3
562	332e	8fb3ae	51f4	e587b4	51f4	000051f4
563	332f	8fb3af	51f7	e587b7	51f7	000051f7
564	3330	8fb3b0	5201	e58881	5201	00005201
565	3331	8fb3b1	5202	e2ba89,e58882	2e89,5202	00002e89,00005202
566	3332	8fb3b2	5205	e58885	5205	00005205
567	3333	8fb3b3	5212	e58892	5212	00005212
568	3334	8fb3b4	5213	e58893	5213	00005213
569	3335	8fb3b5	5215	e58895	5215	00005215
570	3336	8fb3b6	5216	e58896	5216	00005216
571	3337	8fb3b7	5218	e58898	5218	00005218
572	3338	8fb3b8	5222	e588a2	5222	00005222
573	3339	8fb3b9	5228	e588a8	5228	00005228
574	333a	8fb3ba	5231	e588b1	5231	00005231
575	333b	8fb3bb	5232	e588b2	5232	00005232
576	333c	8fb3bc	5235	e588b5	5235	00005235
577	333d	8fb3bd	523c	e588bc	523c	0000523c
578	333e	8fb3be	5245	e58985	5245	00005245
579	333f	8fb3bf	5249	e58989	5249	00005249
580	3340	8fb3c0	5255	e58995	5255	00005255
581	3341	8fb3c1	5257	e58997	5257	00005257
582	3342	8fb3c2	5258	e58998	5258	00005258
583	3343	8fb3c3	525a	e5899a	525a	0000525a
584	3344	8fb3c4	525c	e5899c	525c	0000525c
585	3345	8fb3c5	525f	e5899f	525f	0000525f
586	3346	8fb3c6	5260	e589a0	5260	00005260
587	3347	8fb3c7	5261	e589a1	5261	00005261
588	3348	8fb3c8	5266	e589a6	5266	00005266
589	3349	8fb3c9	526e	e589ae	526e	0000526e
590	334a	8fb3ca	5277	e589b7	5277	00005277
591	334b	8fb3cb	5278	e589b8	5278	00005278
592	334c	8fb3cc	5279	e589b9	5279	00005279
593	334d	8fb3cd	5280	e58a80	5280	00005280
594	334e	8fb3ce	5282	e58a82	5282	00005282
595	334f	8fb3cf	5285	e58a85	5285	00005285
596	3350	8fb3d0	528a	e58a8a	528a	0000528a
597	3351	8fb3d1	528c	e58a8c	528c	0000528c
598	3352	8fb3d2	5293	e58a93	5293	00005293
599	3353	8fb3d3	5295	e58a95	5295	00005295
600	3354	8fb3d4	5296	e58a96	5296	00005296
601	3355	8fb3d5	5297	e58a97	5297	00005297
602	3356	8fb3d6	5298	e58a98	5298	00005298
603	3357	8fb3d7	529a	e58a9a	529a	0000529a
604	3358	8fb3d8	529c	e58a9c	529c	0000529c
605	3359	8fb3d9	52a4	e58aa4	52a4	000052a4
606	335a	8fb3da	52a5	e58aa5	52a5	000052a5
607	335b	8fb3db	52a6	e58aa6	52a6	000052a6
608	335c	8fb3dc	52a7	e58aa7	52a7	000052a7
609	335d	8fb3dd	52af	e58aaf	52af	000052af
610	335e	8fb3de	52b0	e58ab0	52b0	000052b0
611	335f	8fb3df	52b6	e58ab6	52b6	000052b6
612	3360	8fb3e0	52b7	e58ab7	52b7	000052b7
613	3361	8fb3e1	52b8	e58ab8	52b8	000052b8
614	3362	8fb3e2	52ba	e58aba	52ba	000052ba
615	3363	8fb3e3	52bb	e58abb	52bb	000052bb
616	3364	8fb3e4	52bd	e58abd	52bd	000052bd
617	3365	8fb3e5	52c0	e58b80	52c0	000052c0
618	3366	8fb3e6	52c4	e58b84	52c4	000052c4
619	3367	8fb3e7	52c6	e58b86	52c6	000052c6
620	3368	8fb3e8	52c8	e58b88	52c8	000052c8
621	3369	8fb3e9	52cc	e58b8c	52cc	000052cc
622	336a	8fb3ea	52cf	e58b8f	52cf	000052cf
623	336b	8fb3eb	52d1	e58b91	52d1	000052d1
624	336c	8fb3ec	52d4	e58b94	52d4	000052d4
625	336d	8fb3ed	52d6	e58b96	52d6	000052d6
626	336e	8fb3ee	52db	e58b9b	52db	000052db
627	336f	8fb3ef	52dc	e58b9c	52dc	000052dc
628	3370	8fb3f0	52e1	e58ba1	52e1	000052e1
629	3371	8fb3f1	52e5	e58ba5	52e5	000052e5
630	3372	8fb3f2	52e8	e58ba8	52e8	000052e8
631	3373	8fb3f3	52e9	e58ba9	52e9	000052e9
632	3374	8fb3f4	52ea	e58baa	52ea	000052ea
633	3375	8fb3f5	52ec	e58bac	52ec	000052ec
634	3376	8fb3f6	52f0	e58bb0	52f0	000052f0
635	3377	8fb3f7	52f1	e58bb1	52f1	000052f1
636	3378	8fb3f8	52f4	e58bb4	52f4	000052f4
637	3379	8fb3f9	52f6	e58bb6	52f6	000052f6
638	337a	8fb3fa	52f7	e58bb7	52f7	000052f7
639	337b	8fb3fb	5300	e58c80	5300	00005300
640	337c	8fb3fc	5303	e58c83	5303	00005303
641	337d	8fb3fd	530a	e58c8a	530a	0000530a
642	337e	8fb3fe	530b	e58c8b	530b	0000530b
643	3421	8fb4a1	530c	e58c8c	530c	0000530c
644	3422	8fb4a2	5311	e58c91	5311	00005311
645	3423	8fb4a3	5313	e58c93	5313	00005313
646	3424	8fb4a4	5318	e58c98	5318	00005318
647	3425	8fb4a5	531b	e58c9b	531b	0000531b
648	3426	8fb4a6	531c	e58c9c	531c	0000531c
649	3427	8fb4a7	531e	e58c9e	531e	0000531e
650	3428	8fb4a8	531f	e58c9f	531f	0000531f
651	3429	8fb4a9	5325	e58ca5	5325	00005325
652	342a	8fb4aa	5327	e58ca7	5327	00005327
653	342b	8fb4ab	5328	e58ca8	5328	00005328
654	342c	8fb4ac	5329	e58ca9	5329	00005329
655	342d	8fb4ad	532b	e58cab	532b	0000532b
656	342e	8fb4ae	532c	e58cac	532c	0000532c
657	342f	8fb4af	532d	e58cad	532d	0000532d
658	3430	8fb4b0	5330	e58cb0	5330	00005330
659	3431	8fb4b1	5332	e58cb2	5332	00005332
660	3432	8fb4b2	5335	e58cb5	5335	00005335
661	3433	8fb4b3	533c	e58cbc	533c	0000533c
662	3434	8fb4b4	533d	e58cbd	533d	0000533d
663	3435	8fb4b5	533e	e58cbe	533e	0000533e
664	3436	8fb4b6	5342	e58d82	5342	00005342
665	3437	8fb4b7	534c	e58d8c	534c	0000534c
666	3438	8fb4b8	534b	e58d8b	534b	0000534b
667	3439	8fb4b9	5359	e58d99	5359	00005359
668	343a	8fb4ba	535b	e58d9b	535b	0000535b
669	343b	8fb4bb	5361	e58da1	5361	00005361
670	343c	8fb4bc	5363	e58da3	5363	00005363
671	343d	8fb4bd	5365	e58da5	5365	00005365
672	343e	8fb4be	536c	e58dac	536c	0000536c
673	343f	8fb4bf	536d	e58dad	536d	0000536d
674	3440	8fb4c0	5372	e58db2	5372	00005372
675	3441	8fb4c1	5379	e58db9	5379	00005379
676	3442	8fb4c2	537e	e58dbe	537e	0000537e
677	3443	8fb4c3	5383	e58e83	5383	00005383
678	3444	8fb4c4	5387	e58e87	5387	00005387
679	3445	8fb4c5	5388	e58e88	5388	00005388
680	3446	8fb4c6	538e	e58e8e	538e	0000538e
681	3447	8fb4c7	5393	e58e93	5393	00005393
682	3448	8fb4c8	5394	e58e94	5394	00005394
683	3449	8fb4c9	5399	e58e99	5399	00005399
684	344a	8fb4ca	539d	e58e9d	539d	0000539d
685	344b	8fb4cb	53a1	e58ea1	53a1	000053a1
686	344c	8fb4cc	53a4	e58ea4	53a4	000053a4
687	344d	8fb4cd	53aa	e58eaa	53aa	000053aa
688	344e	8fb4ce	53ab	e58eab	53ab	000053ab
689	344f	8fb4cf	53af	e58eaf	53af	000053af
690	3450	8fb4d0	53b2	e58eb2	53b2	000053b2
691	3451	8fb4d1	53b4	e58eb4	53b4	000053b4
692	3452	8fb4d2	53b5	e58eb5	53b5	000053b5
693	3453	8fb4d3	53b7	e58eb7	53b7	000053b7
694	3454	8fb4d4	53b8	e58eb8	53b8	000053b8
695	3455	8fb4d5	53ba	e58eba	53ba	000053ba
696	3456	8fb4d6	53bd	e58ebd	53bd	000053bd
697	3457	8fb4d7	53c0	e58f80	53c0	000053c0
698	3458	8fb4d8	53c5	e58f85	53c5	000053c5
699	3459	8fb4d9	53cf	e58f8f	53cf	000053cf
700	345a	8fb4da	53d2	e58f92	53d2	000053d2
701	345b	8fb4db	53d3	e58f93	53d3	000053d3
702	345c	8fb4dc	53d5	e58f95	53d5	000053d5
703	345d	8fb4dd	53da	e58f9a	53da	000053da
704	345e	8fb4de	53dd	e58f9d	53dd	000053dd
705	345f	8fb4df	53de	e58f9e	53de	000053de
706	3460	8fb4e0	53e0	e58fa0	53e0	000053e0
707	3461	8fb4e1	53e6	e58fa6	53e6	000053e6
708	3462	8fb4e2	53e7	e58fa7	53e7	000053e7
709	3463	8fb4e3	53f5	e58fb5	53f5	000053f5
710	3464	8fb4e4	5402	e59082	5402	00005402
711	3465	8fb4e5	5413	e59093	5413	00005413
712	3466	8fb4e6	541a	e5909a	541a	0000541a
713	3467	8fb4e7	5421	e590a1	5421	00005421
714	3468	8fb4e8	5427	e590a7	5427	00005427
715	3469	8fb4e9	5428	e590a8	5428	00005428
716	346a	8fb4ea	542a	e590aa	542a	0000542a
717	346b	8fb4eb	542f	e590af	542f	0000542f
718	346c	8fb4ec	5431	e590b1	5431	00005431
719	346d	8fb4ed	5434	e590b4	5434	00005434
720	346e	8fb4ee	5435	e590b5	5435	00005435
721	346f	8fb4ef	5443	e59183	5443	00005443
722	3470	8fb4f0	5444	e59184	5444	00005444
723	3471	8fb4f1	5447	e59187	5447	00005447
724	3472	8fb4f2	544d	e5918d	544d	0000544d
725	3473	8fb4f3	544f	e5918f	544f	0000544f
726	3474	8fb4f4	545e	e5919e	545e	0000545e
727	3475	8fb4f5	5462	e591a2	5462	00005462
728	3476	8fb4f6	5464	e591a4	5464	00005464
729	3477	8fb4f7	5466	e591a6	5466	00005466
730	3478	8fb4f8	5467	e591a7	5467	00005467
731	3479	8fb4f9	5469	e591a9	5469	00005469
732	347a	8fb4fa	546b	e591ab	546b	0000546b
733	347b	8fb4fb	546d	e591ad	546d	0000546d
734	347c	8fb4fc	546e	e591ae	546e	0000546e
735	347d	8fb4fd	5474	e591b4	5474	00005474
736	347e	8fb4fe	547f	e591bf	547f	0000547f
737	3521	8fb5a1	5481	e59281	5481	00005481
738	3522	8fb5a2	5483	e59283	5483	00005483
739	3523	8fb5a3	5485	e59285	5485	00005485
740	3524	8fb5a4	5488	e59288	5488	00005488
741	3525	8fb5a5	5489	e59289	5489	00005489
742	3526	8fb5a6	548d	e5928d	548d	0000548d
743	3527	8fb5a7	5491	e59291	5491	00005491
744	3528	8fb5a8	5495	e59295	5495	00005495
745	3529	8fb5a9	5496	e59296	5496	00005496
746	352a	8fb5aa	549c	e5929c	549c	0000549c
747	352b	8fb5ab	549f	e5929f	549f	0000549f
748	352c	8fb5ac	54a1	e592a1	54a1	000054a1
749	352d	8fb5ad	54a6	e592a6	54a6	000054a6
750	352e	8fb5ae	54a7	e592a7	54a7	000054a7
751	352f	8fb5af	54a9	e592a9	54a9	000054a9
752	3530	8fb5b0	54aa	e592aa	54aa	000054aa
753	3531	8fb5b1	54ad	e592ad	54ad	000054ad
754	3532	8fb5b2	54ae	e592ae	54ae	000054ae
755	3533	8fb5b3	54b1	e592b1	54b1	000054b1
756	3534	8fb5b4	54b7	e592b7	54b7	000054b7
757	3535	8fb5b5	54b9	e592b9	54b9	000054b9
758	3536	8fb5b6	54ba	e592ba	54ba	000054ba
759	3537	8fb5b7	54bb	e592bb	54bb	000054bb
760	3538	8fb5b8	54bf	e592bf	54bf	000054bf
761	3539	8fb5b9	54c6	e59386	54c6	000054c6
762	353a	8fb5ba	54ca	e5938a	54ca	000054ca
763	353b	8fb5bb	54cd	e5938d	54cd	000054cd
764	353c	8fb5bc	54ce	e5938e	54ce	000054ce
765	353d	8fb5bd	54e0	e593a0	54e0	000054e0
766	353e	8fb5be	54ea	e593aa	54ea	000054ea
767	353f	8fb5bf	54ec	e593ac	54ec	000054ec
768	3540	8fb5c0	54ef	e593af	54ef	000054ef
769	3541	8fb5c1	54f6	e593b6	54f6	000054f6
770	3542	8fb5c2	54fc	e593bc	54fc	000054fc
771	3543	8fb5c3	54fe	e593be	54fe	000054fe
772	3544	8fb5c4	54ff	e593bf	54ff	000054ff
773	3545	8fb5c5	5500	e59480	5500	00005500
774	3546	8fb5c6	5501	e59481	5501	00005501
775	3547	8fb5c7	5505	e59485	5505	00005505
776	3548	8fb5c8	5508	e59488	5508	00005508
777	3549	8fb5c9	5509	e59489	5509	00005509
778	354a	8fb5ca	550c	e5948c	550c	0000550c
779	354b	8fb5cb	550d	e5948d	550d	0000550d
780	354c	8fb5cc	550e	e5948e	550e	0000550e
781	354d	8fb5cd	5515	e59495	5515	00005515
782	354e	8fb5ce	552a	e594aa	552a	0000552a
783	354f	8fb5cf	552b	e594ab	552b	0000552b
784	3550	8fb5d0	5532	e594b2	5532	00005532
785	3551	8fb5d1	5535	e594b5	5535	00005535
786	3552	8fb5d2	5536	e594b6	5536	00005536
787	3553	8fb5d3	553b	e594bb	553b	0000553b
788	3554	8fb5d4	553c	e594bc	553c	0000553c
789	3555	8fb5d5	553d	e594bd	553d	0000553d
790	3556	8fb5d6	5541	e59581	5541	00005541
791	3557	8fb5d7	5547	e59587	5547	00005547
792	3558	8fb5d8	5549	e59589	5549	00005549
793	3559	8fb5d9	554a	e5958a	554a	0000554a
794	355a	8fb5da	554d	e5958d	554d	0000554d
795	355b	8fb5db	5550	e59590	5550	00005550
796	355c	8fb5dc	5551	e59591	5551	00005551
797	355d	8fb5dd	5558	e59598	5558	00005558
798	355e	8fb5de	555a	e5959a	555a	0000555a
799	355f	8fb5df	555b	e5959b	555b	0000555b
800	3560	8fb5e0	555e	e5959e	555e	0000555e
801	3561	8fb5e1	5560	e595a0	5560	00005560
802	3562	8fb5e2	5561	e595a1	5561	00005561
803	3563	8fb5e3	5564	e595a4	5564	00005564
804	3564	8fb5e4	5566	e595a6	5566	00005566
805	3565	8fb5e5	557f	e595bf	557f	0000557f
806	3566	8fb5e6	5581	e59681	5581	00005581
807	3567	8fb5e7	5582	e59682	5582	00005582
808	3568	8fb5e8	5586	e59686	5586	00005586
809	3569	8fb5e9	5588	e59688	5588	00005588
810	356a	8fb5ea	558e	e5968e	558e	0000558e
811	356b	8fb5eb	558f	e5968f	558f	0000558f
812	356c	8fb5ec	5591	e59691	5591	00005591
813	356d	8fb5ed	5592	e59692	5592	00005592
814	356e	8fb5ee	5593	e59693	5593	00005593
815	356f	8fb5ef	5594	e59694	5594	00005594
816	3570	8fb5f0	5597	e59697	5597	00005597
817	3571	8fb5f1	55a3	e596a3	55a3	000055a3
818	3572	8fb5f2	55a4	e596a4	55a4	000055a4
819	3573	8fb5f3	55ad	e596ad	55ad	000055ad
820	3574	8fb5f4	55b2	e596b2	55b2	000055b2
821	3575	8fb5f5	55bf	e596bf	55bf	000055bf
822	3576	8fb5f6	55c1	e59781	55c1	000055c1
823	3577	8fb5f7	55c3	e59783	55c3	000055c3
824	3578	8fb5f8	55c6	e59786	55c6	000055c6
825	3579	8fb5f9	55c9	e59789	55c9	000055c9
826	357a	8fb5fa	55cb	e5978b	55cb	000055cb
827	357b	8fb5fb	55cc	e5978c	55cc	000055cc
828	357c	8fb5fc	55ce	e5978e	55ce	000055ce
829	357d	8fb5fd	55d1	e59791	55d1	000055d1
830	357e	8fb5fe	55d2	e59792	55d2	000055d2
831	3621	8fb6a1	55d3	e59793	55d3	000055d3
832	3622	8fb6a2	55d7	e59797	55d7	000055d7
833	3623	8fb6a3	55d8	e59798	55d8	000055d8
834	3624	8fb6a4	55db	e5979b	55db	000055db
835	3625	8fb6a5	55de	e5979e	55de	000055de
836	3626	8fb6a6	55e2	e597a2	55e2	000055e2
837	3627	8fb6a7	55e9	e597a9	55e9	000055e9
838	3628	8fb6a8	55f6	e597b6	55f6	000055f6
