# JIS X 0212-1990 Database for Adobe-Japan1-6
# Based on UniJIS-UTF{8,16,32}-H CMap Files
# by Ken Lunde (lunde@adobe.com)
# Version June 5, 2004
#
# Because Adobe-Japan1-6 obsoletes Adobe-Japan2-0, the correspondence
# between the two character collections is provided.
#
# Adobe-Japan1-6 CIDs in parentheses are those that are considered the
# prototypical glyphs from the JIS X 0212-1990 standard. In the case
# of kanji, they are made accessible through the OpenType 'hojo' GSUB
# feature.
#
KuTen	2022JP	EUCJP	Unicode	Adobe-Japan1-6	Adobe-Japan2-0
1829	0x323D	0x8FB2BD	U+50DD	21158	483
1830	0x323E	0x8FB2BE	U+50DF	21159	484
1831	0x323F	0x8FB2BF	U+50E2	21160	485
1832	0x3240	0x8FB2C0	U+50E4	21161	486
1833	0x3241	0x8FB2C1	U+50E6	14341	487
1834	0x3242	0x8FB2C2	U+50E8	19163	488
1835	0x3243	0x8FB2C3	U+50E9	14342	489
1836	0x3244	0x8FB2C4	U+50EF	14343	490
1837	0x3245	0x8FB2C5	U+50F1	19164	491
1838	0x3246	0x8FB2C6	U+50F6	21162	492
1839	0x3247	0x8FB2C7	U+50FA	21163	493
1840	0x3248	0x8FB2C8	U+50FE	19165	494
1841	0x3249	0x8FB2C9	U+5103	16789	495
1842	0x324A	0x8FB2CA	U+5106	16788	496
1843	0x324B	0x8FB2CB	U+5107	19166	497
1844	0x324C	0x8FB2CC	U+5108	14344	498
1845	0x324D	0x8FB2CD	U+510B	14345	499
1846	0x324E	0x8FB2CE	U+510C	19167	500
1847	0x324F	0x8FB2CF	U+510D	19168	501
1848	0x3250	0x8FB2D0	U+510E	19169	502
1849	0x3251	0x8FB2D1	U+50F2	16786 (21164)	503
1850	0x3252	0x8FB2D2	U+5110	14346	504
1851	0x3253	0x8FB2D3	U+5117	17296	505
1852	0x3254	0x8FB2D4	U+5119	21165	506
1853	0x3255	0x8FB2D5	U+511B	14347	507
1854	0x3256	0x8FB2D6	U+511C	21166	508
1855	0x3257	0x8FB2D7	U+511D	21167	509
1856	0x3258	0x8FB2D8	U+511E	14348	510
1857	0x3259	0x8FB2D9	U+5123	21168	511
1858	0x325A	0x8FB2DA	U+5127	21169	512
1859	0x325B	0x8FB2DB	U+5128	21170	513
1860	0x325C	0x8FB2DC	U+512C	21171	514
1861	0x325D	0x8FB2DD	U+512D	21172	515
1862	0x325E	0x8FB2DE	U+512F	21173	516
1863	0x325F	0x8FB2DF	U+5131	21174	517
1864	0x3260	0x8FB2E0	U+5133	19170	518
1865	0x3261	0x8FB2E1	U+5134	21175	519
1866	0x3262	0x8FB2E2	U+5135	16790	520
1867	0x3263	0x8FB2E3	U+5138	19171	521
1868	0x3264	0x8FB2E4	U+5139	21176	522
1869	0x3265	0x8FB2E5	U+5142	21177	523
1870	0x3266	0x8FB2E6	U+514A	8393	524
1871	0x3267	0x8FB2E7	U+514F	21178	525
1872	0x3268	0x8FB2E8	U+5153	21179	526
1873	0x3269	0x8FB2E9	U+5155	16791	527
1874	0x326A	0x8FB2EA	U+5157	16792	528
1875	0x326B	0x8FB2EB	U+5158	21180	529
1876	0x326C	0x8FB2EC	U+515F	14349	530
1877	0x326D	0x8FB2ED	U+5164	8394	531
1878	0x326E	0x8FB2EE	U+5166	21181	532
1879	0x326F	0x8FB2EF	U+517E	21182	533
1880	0x3270	0x8FB2F0	U+5183	17301	534
1881	0x3271	0x8FB2F1	U+5184	19173	535
1882	0x3272	0x8FB2F2	U+518B	17302	536
1883	0x3273	0x8FB2F3	U+518E	21183	537
1884	0x3274	0x8FB2F4	U+5198	17304	538
1885	0x3275	0x8FB2F5	U+519D	8395	539
1886	0x3276	0x8FB2F6	U+51A1	14350	540
1887	0x3277	0x8FB2F7	U+51A3	17305	541
1888	0x3278	0x8FB2F8	U+51AD	17306	542
1889	0x3279	0x8FB2F9	U+51B8	19174	543
1890	0x327A	0x8FB2FA	U+51BA	19175	544
1891	0x327B	0x8FB2FB	U+51BC	14351	545
1892	0x327C	0x8FB2FC	U+51BE	8396	546
1893	0x327D	0x8FB2FD	U+51BF	21184	547
1894	0x327E	0x8FB2FE	U+51C2	21185	548
1901	0x3321	0x8FB3A1	U+51C8	19176	549
1902	0x3322	0x8FB3A2	U+51CF	19177	550
1903	0x3323	0x8FB3A3	U+51D1	19178	551
1904	0x3324	0x8FB3A4	U+51D2	21186	552
1905	0x3325	0x8FB3A5	U+51D3	19179	553
1906	0x3326	0x8FB3A6	U+51D5	21187	554
1907	0x3327	0x8FB3A7	U+51D8	19181	555
1908	0x3328	0x8FB3A8	U+51DE	20300	556
1909	0x3329	0x8FB3A9	U+51E2	16795	557
1910	0x332A	0x8FB3AA	U+51E5	21188	558
1911	0x332B	0x8FB3AB	U+51EE	14353	559
1912	0x332C	0x8FB3AC	U+51F2	21189	560
1913	0x332D	0x8FB3AD	U+51F3	17309	561
1914	0x332E	0x8FB3AE	U+51F4	14354	562
1915	0x332F	0x8FB3AF	U+51F7	21190	563
1916	0x3330	0x8FB3B0	U+5201	14355	564
1917	0x3331	0x8FB3B1	U+5202	14356	565
1918	0x3332	0x8FB3B2	U+5205	19183	566
1919	0x3333	0x8FB3B3	U+5212	17310	567
1920	0x3334	0x8FB3B4	U+5213	14357	568
1921	0x3335	0x8FB3B5	U+5215	8398	569
1922	0x3336	0x8FB3B6	U+5216	17311	570
1923	0x3337	0x8FB3B7	U+5218	21191	571
1924	0x3338	0x8FB3B8	U+5222	21192	572
1925	0x3339	0x8FB3B9	U+5228	19185	573
1926	0x333A	0x8FB3BA	U+5231	19187	574
1927	0x333B	0x8FB3BB	U+5232	19188	575
1928	0x333C	0x8FB3BC	U+5235	19189	576
1929	0x333D	0x8FB3BD	U+523C	19190	577
1930	0x333E	0x8FB3BE	U+5245	21193	578
1931	0x333F	0x8FB3BF	U+5249	14358	579
1932	0x3340	0x8FB3C0	U+5255	17313	580
1933	0x3341	0x8FB3C1	U+5257	16796	581
1934	0x3342	0x8FB3C2	U+5258	21194	582
1935	0x3343	0x8FB3C3	U+525A	19191	583
1936	0x3344	0x8FB3C4	U+525C	17314	584
1937	0x3345	0x8FB3C5	U+525F	21195	585
1938	0x3346	0x8FB3C6	U+5260	19192	586
1939	0x3347	0x8FB3C7	U+5261	14359	587
1940	0x3348	0x8FB3C8	U+5266	14360	588
1941	0x3349	0x8FB3C9	U+526E	19193	589
1942	0x334A	0x8FB3CA	U+5277	17316	590
1943	0x334B	0x8FB3CB	U+5278	19194	591
1944	0x334C	0x8FB3CC	U+5279	19195	592
1945	0x334D	0x8FB3CD	U+5280	21196	593
1946	0x334E	0x8FB3CE	U+5282	17318	594
1947	0x334F	0x8FB3CF	U+5285	21197	595
1948	0x3350	0x8FB3D0	U+528A	19196	596
1949	0x3351	0x8FB3D1	U+528C	19197	597
1950	0x3352	0x8FB3D2	U+5293	14361	598
1951	0x3353	0x8FB3D3	U+5295	21198	599
1952	0x3354	0x8FB3D4	U+5296	21199	600
1953	0x3355	0x8FB3D5	U+5297	21200	601
1954	0x3356	0x8FB3D6	U+5298	17320	602
1955	0x3357	0x8FB3D7	U+529A	21201	603
1956	0x3358	0x8FB3D8	U+529C	8399	604
1957	0x3359	0x8FB3D9	U+52A4	17322	605
1958	0x335A	0x8FB3DA	U+52A5	21202	606
1959	0x335B	0x8FB3DB	U+52A6	8400	607
1960	0x335C	0x8FB3DC	U+52A7	21203	608
1961	0x335D	0x8FB3DD	U+52AF	8573	609
1962	0x335E	0x8FB3DE	U+52B0	21204	610
1963	0x335F	0x8FB3DF	U+52B6	21205	611
1964	0x3360	0x8FB3E0	U+52B7	21206	612
1965	0x3361	0x8FB3E1	U+52B8	21207	613
1966	0x3362	0x8FB3E2	U+52BA	17323	614
1967	0x3363	0x8FB3E3	U+52BB	17324	615
1968	0x3364	0x8FB3E4	U+52BD	21208	616
1969	0x3365	0x8FB3E5	U+52C0	8401	617
1970	0x3366	0x8FB3E6	U+52C4	21209	618
1971	0x3367	0x8FB3E7	U+52C6	21210	619
1972	0x3368	0x8FB3E8	U+52C8	14362	620
1973	0x3369	0x8FB3E9	U+52CC	16797	621
1974	0x336A	0x8FB3EA	U+52CF	21211	622
1975	0x336B	0x8FB3EB	U+52D1	17326	623
1976	0x336C	0x8FB3EC	U+52D4	21212	624
1977	0x336D	0x8FB3ED	U+52D6	16798	625
1978	0x336E	0x8FB3EE	U+52DB	8402	626
1979	0x336F	0x8FB3EF	U+52DC	21213	627
1980	0x3370	0x8FB3F0	U+52E1	19198	628
1981	0x3371	0x8FB3F1	U+52E5	21214	629
1982	0x3372	0x8FB3F2	U+52E8	21215	630
1983	0x3373	0x8FB3F3	U+52E9	19199	631
1984	0x3374	0x8FB3F4	U+52EA	21216	632
1985	0x3375	0x8FB3F5	U+52EC	21217	633
1986	0x3376	0x8FB3F6	U+52F0	14363	634
1987	0x3377	0x8FB3F7	U+52F1	19200	635
1988	0x3378	0x8FB3F8	U+52F4	21218	636
1989	0x3379	0x8FB3F9	U+52F6	21219	637
1990	0x337A	0x8FB3FA	U+52F7	17328	638
1991	0x337B	0x8FB3FB	U+5300	8403	639
1992	0x337C	0x8FB3FC	U+5303	19201	640
1993	0x337D	0x8FB3FD	U+530A	14364	641
1994	0x337E	0x8FB3FE	U+530B	14365	642
2001	0x3421	0x8FB4A1	U+530C	21220	643
2002	0x3422	0x8FB4A2	U+5311	19202	644
2003	0x3423	0x8FB4A3	U+5313	21221	645
2004	0x3424	0x8FB4A4	U+5318	21222	646
2005	0x3425	0x8FB4A5	U+531B	21223	647
2006	0x3426	0x8FB4A6	U+531C	16800	648
2007	0x3427	0x8FB4A7	U+531E	21224	649
2008	0x3428	0x8FB4A8	U+531F	19203	650
2009	0x3429	0x8FB4A9	U+5325	21225	651
2010	0x342A	0x8FB4AA	U+5327	21226	652
2011	0x342B	0x8FB4AB	U+5328	21227	653
2012	0x342C	0x8FB4AC	U+5329	21228	654
2013	0x342D	0x8FB4AD	U+532B	21229	655
2014	0x342E	0x8FB4AE	U+532C	21230	656
2015	0x342F	0x8FB4AF	U+532D	19204	657
2016	0x3430	0x8FB4B0	U+5330	21231	658
2017	0x3431	0x8FB4B1	U+5332	19205	659
2018	0x3432	0x8FB4B2	U+5335	17329	660
2019	0x3433	0x8FB4B3	U+533C	21232	661
2020	0x3434	0x8FB4B4	U+533D	19206	662
2021	0x3435	0x8FB4B5	U+533E	14366	663
2022	0x3436	0x8FB4B6	U+5342	17330	664
2023	0x3437	0x8FB4B7	U+534C	14367	665
2024	0x3438	0x8FB4B8	U+534B	14368	666
2025	0x3439	0x8FB4B9	U+5359	21233	667
2026	0x343A	0x8FB4BA	U+535B	21234	668
2027	0x343B	0x8FB4BB	U+5361	14369	669
2028	0x343C	0x8FB4BC	U+5363	16801	670
2029	0x343D	0x8FB4BD	U+5365	21235	671
2030	0x343E	0x8FB4BE	U+536C	14370	672
2031	0x343F	0x8FB4BF	U+536D	19208	673
2032	0x3440	0x8FB4C0	U+5372	8406	674
2033	0x3441	0x8FB4C1	U+5379	19209	675
2034	0x3442	0x8FB4C2	U+537E	19210	676
2035	0x3443	0x8FB4C3	U+5383	21236	677
2036	0x3444	0x8FB4C4	U+5387	21237	678
2037	0x3445	0x8FB4C5	U+5388	21238	679
2038	0x3446	0x8FB4C6	U+538E	21239	680
2039	0x3447	0x8FB4C7	U+5393	8407	681
2040	0x3448	0x8FB4C8	U+5394	19211	682
2041	0x3449	0x8FB4C9	U+5399	19212	683
2042	0x344A	0x8FB4CA	U+539D	16802	684
2043	0x344B	0x8FB4CB	U+53A1	21240	685
2044	0x344C	0x8FB4CC	U+53A4	17335	686
2045	0x344D	0x8FB4CD	U+53AA	19213	687
2046	0x344E	0x8FB4CE	U+53AB	14371	688
2047	0x344F	0x8FB4CF	U+53AF	19214	689
2048	0x3450	0x8FB4D0	U+53B2	8408	690
2049	0x3451	0x8FB4D1	U+53B4	17336	691
2050	0x3452	0x8FB4D2	U+53B5	21241	692
2051	0x3453	0x8FB4D3	U+53B7	17338	693
2052	0x3454	0x8FB4D4	U+53B8	21242	694
2053	0x3455	0x8FB4D5	U+53BA	19215	695
2054	0x3456	0x8FB4D6	U+53BD	21243	696
2055	0x3457	0x8FB4D7	U+53C0	17339	697
2056	0x3458	0x8FB4D8	U+53C5	19218	698
2057	0x3459	0x8FB4D9	U+53CF	21244	699
2058	0x345A	0x8FB4DA	U+53D2	21245	700
2059	0x345B	0x8FB4DB	U+53D3	21246	701
2060	0x345C	0x8FB4DC	U+53D5	17343	702
2061	0x345D	0x8FB4DD	U+53DA	14372	703
2062	0x345E	0x8FB4DE	U+53DD	8409	704
2063	0x345F	0x8FB4DF	U+53DE	21247	705
2064	0x3460	0x8FB4E0	U+53E0	21248	706
2065	0x3461	0x8FB4E1	U+53E6	14373	707
2066	0x3462	0x8FB4E2	U+53E7	21249	708
2067	0x3463	0x8FB4E3	U+53F5	14374	709
2068	0x3464	0x8FB4E4	U+5402	21250	710
2069	0x3465	0x8FB4E5	U+5413	19220	711
2070	0x3466	0x8FB4E6	U+541A	21251	712
2071	0x3467	0x8FB4E7	U+5421	21252	713
2072	0x3468	0x8FB4E8	U+5427	14375	714
2073	0x3469	0x8FB4E9	U+5428	17347	715
2074	0x346A	0x8FB4EA	U+542A	19221	716
2075	0x346B	0x8FB4EB	U+542F	21253	717
2076	0x346C	0x8FB4EC	U+5431	19222	718
2077	0x346D	0x8FB4ED	U+5434	19223	719
2078	0x346E	0x8FB4EE	U+5435	19224	720
2079	0x346F	0x8FB4EF	U+5443	17349	721
2080	0x3470	0x8FB4F0	U+5444	21254	722
2081	0x3471	0x8FB4F1	U+5447	21255	723
2082	0x3472	0x8FB4F2	U+544D	14376	724
2083	0x3473	0x8FB4F3	U+544F	21256	725
2084	0x3474	0x8FB4F4	U+545E	21257	726
2085	0x3475	0x8FB4F5	U+5462	17350	727
2086	0x3476	0x8FB4F6	U+5464	21258	728
2087	0x3477	0x8FB4F7	U+5466	14377	729
2088	0x3478	0x8FB4F8	U+5467	21259	730
2089	0x3479	0x8FB4F9	U+5469	21260	731
2090	0x347A	0x8FB4FA	U+546B	14378	732
2091	0x347B	0x8FB4FB	U+546D	21261	733
2092	0x347C	0x8FB4FC	U+546E	21262	734
2093	0x347D	0x8FB4FD	U+5474	14379	735
2094	0x347E	0x8FB4FE	U+547F	16804	736
2101	0x3521	0x8FB5A1	U+5481	21263	737
2102	0x3522	0x8FB5A2	U+5483	21264	738
2103	0x3523	0x8FB5A3	U+5485	21265	739
2104	0x3524	0x8FB5A4	U+5488	16805	740
2105	0x3525	0x8FB5A5	U+5489	21266	741
2106	0x3526	0x8FB5A6	U+548D	14380	742
2107	0x3527	0x8FB5A7	U+5491	21267	743
2108	0x3528	0x8FB5A8	U+5495	17352	744
2109	0x3529	0x8FB5A9	U+5496	14381	745
2110	0x352A	0x8FB5AA	U+549C	8411	746
2111	0x352B	0x8FB5AB	U+549F	21268	747
2112	0x352C	0x8FB5AC	U+54A1	14382	748
2113	0x352D	0x8FB5AD	U+54A6	17354	749
2114	0x352E	0x8FB5AE	U+54A7	19226	750
2115	0x352F	0x8FB5AF	U+54A9	8413	751
2116	0x3530	0x8FB5B0	U+54AA	19227	752
2117	0x3531	0x8FB5B1	U+54AD	14383	753
2118	0x3532	0x8FB5B2	U+54AE	17355	754
2119	0x3533	0x8FB5B3	U+54B1	19228	755
2120	0x3534	0x8FB5B4	U+54B7	17356	756
2121	0x3535	0x8FB5B5	U+54B9	14384	757
2122	0x3536	0x8FB5B6	U+54BA	17357	758
2123	0x3537	0x8FB5B7	U+54BB	19229	759
2124	0x3538	0x8FB5B8	U+54BF	14385	760
2125	0x3539	0x8FB5B9	U+54C6	14386	761
2126	0x353A	0x8FB5BA	U+54CA	21269	762
2127	0x353B	0x8FB5BB	U+54CD	14387	763
2128	0x353C	0x8FB5BC	U+54CE	19230	764
2129	0x353D	0x8FB5BD	U+54E0	21270	765
2130	0x353E	0x8FB5BE	U+54EA	19231	766
2131	0x353F	0x8FB5BF	U+54EC	17360	767
2132	0x3540	0x8FB5C0	U+54EF	17361	768
2133	0x3541	0x8FB5C1	U+54F6	21271	769
2134	0x3542	0x8FB5C2	U+54FC	19232	770
2135	0x3543	0x8FB5C3	U+54FE	21272	771
2136	0x3544	0x8FB5C4	U+54FF	8414	772
2137	0x3545	0x8FB5C5	U+5500	17364	773
2138	0x3546	0x8FB5C6	U+5501	17365	774
2139	0x3547	0x8FB5C7	U+5505	19233	775
2140	0x3548	0x8FB5C8	U+5508	19234	776
2141	0x3549	0x8FB5C9	U+5509	17366	777
2142	0x354A	0x8FB5CA	U+550C	21273	778
2143	0x354B	0x8FB5CB	U+550D	21274	779
2144	0x354C	0x8FB5CC	U+550E	14388	780
2145	0x354D	0x8FB5CD	U+5515	19235	781
2146	0x354E	0x8FB5CE	U+552A	19237	782
2147	0x354F	0x8FB5CF	U+552B	14389	783
2148	0x3550	0x8FB5D0	U+5532	21275	784
2149	0x3551	0x8FB5D1	U+5535	14390	785
2150	0x3552	0x8FB5D2	U+5536	19238	786
2151	0x3553	0x8FB5D3	U+553B	21276	787
2152	0x3554	0x8FB5D4	U+553C	17367	788
2153	0x3555	0x8FB5D5	U+553D	21277	789
2154	0x3556	0x8FB5D6	U+5541	17368	790
2155	0x3557	0x8FB5D7	U+5547	17370	791
2156	0x3558	0x8FB5D8	U+5549	21278	792
2157	0x3559	0x8FB5D9	U+554A	14391	793
2158	0x355A	0x8FB5DA	U+554D	21279	794
2159	0x355B	0x8FB5DB	U+5550	16806	795
2160	0x355C	0x8FB5DC	U+5551	19239	796
2161	0x355D	0x8FB5DD	U+5558	21280	797
2162	0x355E	0x8FB5DE	U+555A	21281	798
2163	0x355F	0x8FB5DF	U+555B	21282	799
2164	0x3560	0x8FB5E0	U+555E	7633	800
2165	0x3561	0x8FB5E1	U+5560	14392	801
2166	0x3562	0x8FB5E2	U+5561	20308	802
2167	0x3563	0x8FB5E3	U+5564	17372	803
2168	0x3564	0x8FB5E4	U+5566	19240	804
2169	0x3565	0x8FB5E5	U+557F	21283	805
2170	0x3566	0x8FB5E6	U+5581	16807	806
2171	0x3567	0x8FB5E7	U+5582	17375	807
2172	0x3568	0x8FB5E8	U+5586	8415	808
2173	0x3569	0x8FB5E9	U+5588	14394	809
2174	0x356A	0x8FB5EA	U+558E	14395	810
2175	0x356B	0x8FB5EB	U+558F	19241	811
2176	0x356C	0x8FB5EC	U+5591	17376	812
2177	0x356D	0x8FB5ED	U+5592	19242	813
2178	0x356E	0x8FB5EE	U+5593	21284	814
2179	0x356F	0x8FB5EF	U+5594	19243	815
2180	0x3570	0x8FB5F0	U+5597	21285	816
2181	0x3571	0x8FB5F1	U+55A3	21286	817
2182	0x3572	0x8FB5F2	U+55A4	19244	818
2183	0x3573	0x8FB5F3	U+55AD	16808	819
2184	0x3574	0x8FB5F4	U+55B2	19245	820
2185	0x3575	0x8FB5F5	U+55BF	17381	821
2186	0x3576	0x8FB5F6	U+55C1	21287	822
2187	0x3577	0x8FB5F7	U+55C3	19246	823
2188	0x3578	0x8FB5F8	U+55C6	19247	824
2189	0x3579	0x8FB5F9	U+55C9	17382	825
2190	0x357A	0x8FB5FA	U+55CB	21288	826
2191	0x357B	0x8FB5FB	U+55CC	17383	827
2192	0x357C	0x8FB5FC	U+55CE	16809	828
2193	0x357D	0x8FB5FD	U+55D1	17384	829
2194	0x357E	0x8FB5FE	U+55D2	17378	830
2201	0x3621	0x8FB6A1	U+55D3	19248	831
2202	0x3622	0x8FB6A2	U+55D7	21289	832
2203	0x3623	0x8FB6A3	U+55D8	21290	833
2204	0x3624	0x8FB6A4	U+55DB	19249	834
2205	0x3625	0x8FB6A5	U+55DE	21291	835
2206	0x3626	0x8FB6A6	U+55E2	17387	836
2207	0x3627	0x8FB6A7	U+55E9	17389	837
2208	0x3628	0x8FB6A8	U+55F6	19253	838
2209	0x3629	0x8FB6A9	U+55FF	21292	839
2210	0x362A	0x8FB6AA	U+5605	21293	840
2211	0x362B	0x8FB6AB	U+5608	14396	841
2212	0x362C	0x8FB6AC	U+560A	21294	842
2213	0x362D	0x8FB6AD	U+560D	19256	843
2214	0x362E	0x8FB6AE	U+560E	14397	844
2215	0x362F	0x8FB6AF	U+560F	14398	845
2216	0x3630	0x8FB6B0	U+5610	17393	846
2217	0x3631	0x8FB6B1	U+5611	19257	847
2218	0x3632	0x8FB6B2	U+5612	19258	848
2219	0x3633	0x8FB6B3	U+5619	21295	849
2220	0x3634	0x8FB6B4	U+562C	19259	850
2221	0x3635	0x8FB6B5	U+5630	17394	851
2222	0x3636	0x8FB6B6	U+5633	21296	852
2223	0x3637	0x8FB6B7	U+5635	19260	853
2224	0x3638	0x8FB6B8	U+5637	14399	854
2225	0x3639	0x8FB6B9	U+5639	19261	855
2226	0x363A	0x8FB6BA	U+563B	16810	856
2227	0x363B	0x8FB6BB	U+563C	21297	857
2228	0x363C	0x8FB6BC	U+563D	17396	858
2229	0x363D	0x8FB6BD	U+563F	14400	859
2230	0x363E	0x8FB6BE	U+5640	17397	860
2231	0x363F	0x8FB6BF	U+5641	21298	861
2232	0x3640	0x8FB6C0	U+5643	21299	862
2233	0x3641	0x8FB6C1	U+5644	21300	863
2234	0x3642	0x8FB6C2	U+5646	21301	864
2235	0x3643	0x8FB6C3	U+5649	14401	865
2236	0x3644	0x8FB6C4	U+564B	14402	866
2237	0x3645	0x8FB6C5	U+564D	19262	867
2238	0x3646	0x8FB6C6	U+564F	14403	868
2239	0x3647	0x8FB6C7	U+5654	19263	869
2240	0x3648	0x8FB6C8	U+565E	17399	870
2241	0x3649	0x8FB6C9	U+5660	17400	871
2242	0x364A	0x8FB6CA	U+5661	21302	872
2243	0x364B	0x8FB6CB	U+5662	21303	873
2244	0x364C	0x8FB6CC	U+5663	21304	874
2245	0x364D	0x8FB6CD	U+5666	14404	875
2246	0x364E	0x8FB6CE	U+5669	14405	876
2247	0x364F	0x8FB6CF	U+566D	17401	877
2248	0x3650	0x8FB6D0	U+566F	14406	878
2249	0x3651	0x8FB6D1	U+5671	14407	879
2250	0x3652	0x8FB6D2	U+5672	14408	880
2251	0x3653	0x8FB6D3	U+5675	21305	881
2252	0x3654	0x8FB6D4	U+5684	21306	882
2253	0x3655	0x8FB6D5	U+5685	19264	883
2254	0x3656	0x8FB6D6	U+5688	17403	884
2255	0x3657	0x8FB6D7	U+568B	21307	885
2256	0x3658	0x8FB6D8	U+568C	17404	886
2257	0x3659	0x8FB6D9	U+5695	14409	887
2258	0x365A	0x8FB6DA	U+5699	7654	888
2259	0x365B	0x8FB6DB	U+569A	14410	889
2260	0x365C	0x8FB6DC	U+569D	17405	890
2261	0x365D	0x8FB6DD	U+569E	16811	891
2262	0x365E	0x8FB6DE	U+569F	19265	892
2263	0x365F	0x8FB6DF	U+56A6	19266	893
2264	0x3660	0x8FB6E0	U+56A7	21308	894
2265	0x3661	0x8FB6E1	U+56A8	17406	895
2266	0x3662	0x8FB6E2	U+56A9	16812	896
2267	0x3663	0x8FB6E3	U+56AB	21309	897
2268	0x3664	0x8FB6E4	U+56AC	14411	898
2269	0x3665	0x8FB6E5	U+56AD	14412	899
2270	0x3666	0x8FB6E6	U+56B1	14413	900
2271	0x3667	0x8FB6E7	U+56B3	16813	901
2272	0x3668	0x8FB6E8	U+56B7	19267	902
2273	0x3669	0x8FB6E9	U+56BE	21310	903
2274	0x366A	0x8FB6EA	U+56C5	17408	904
2275	0x366B	0x8FB6EB	U+56C9	14414	905
2276	0x366C	0x8FB6EC	U+56CA	7770	906
2277	0x366D	0x8FB6ED	U+56CB	21311	907
2278	0x366E	0x8FB6EE	U+56CF	19269	908
2279	0x366F	0x8FB6EF	U+56D0	21312	909
2280	0x3670	0x8FB6F0	U+56CC	19268	910
2281	0x3671	0x8FB6F1	U+56CD	17409	911
2282	0x3672	0x8FB6F2	U+56D9	19270	912
2283	0x3673	0x8FB6F3	U+56DC	21313	913
2284	0x3674	0x8FB6F4	U+56DD	14415	914
2285	0x3675	0x8FB6F5	U+56DF	17410	915
2286	0x3676	0x8FB6F6	U+56E1	19271	916
2287	0x3677	0x8FB6F7	U+56E4	14416	917
2288	0x3678	0x8FB6F8	U+56E5	21314	918
2289	0x3679	0x8FB6F9	U+56E6	21315	919
2290	0x367A	0x8FB6FA	U+56E7	21316	920
2291	0x367B	0x8FB6FB	U+56E8	17411	921
2292	0x367C	0x8FB6FC	U+56F1	19274	922
2293	0x367D	0x8FB6FD	U+56EB	19272	923
2294	0x367E	0x8FB6FE	U+56ED	19273	924
2301	0x3721	0x8FB7A1	U+56F6	17412	925
2302	0x3722	0x8FB7A2	U+56F7	17413	926
2303	0x3723	0x8FB7A3	U+5701	21317	927
2304	0x3724	0x8FB7A4	U+5702	21318	928
2305	0x3725	0x8FB7A5	U+5707	19275	929
2306	0x3726	0x8FB7A6	U+570A	14417	930
2307	0x3727	0x8FB7A7	U+570C	19276	931
2308	0x3728	0x8FB7A8	U+5711	21319	932
2309	0x3729	0x8FB7A9	U+5715	14418	933
2310	0x372A	0x8FB7AA	U+571A	19277	934
2311	0x372B	0x8FB7AB	U+571B	19278	935
2312	0x372C	0x8FB7AC	U+571D	19279	936
2313	0x372D	0x8FB7AD	U+5720	21320	937
2314	0x372E	0x8FB7AE	U+5722	21321	938
2315	0x372F	0x8FB7AF	U+5723	14419	939
2316	0x3730	0x8FB7B0	U+5724	21322	940
2317	0x3731	0x8FB7B1	U+5725	21323	941
2318	0x3732	0x8FB7B2	U+5729	17416	942
2319	0x3733	0x8FB7B3	U+572A	21324	943
2320	0x3734	0x8FB7B4	U+572C	19280	944
2321	0x3735	0x8FB7B5	U+572E	19281	945
2322	0x3736	0x8FB7B6	U+572F	14420	946
2323	0x3737	0x8FB7B7	U+5733	14421	947
2324	0x3738	0x8FB7B8	U+5734	14422	948
2325	0x3739	0x8FB7B9	U+573D	19282	949
2326	0x373A	0x8FB7BA	U+573E	19283	950
2327	0x373B	0x8FB7BB	U+573F	21325	951
2328	0x373C	0x8FB7BC	U+5745	17418	952
2329	0x373D	0x8FB7BD	U+5746	17419	953
2330	0x373E	0x8FB7BE	U+574C	14423	954
2331	0x373F	0x8FB7BF	U+574D	17420	955
2332	0x3740	0x8FB7C0	U+5752	21326	956
2333	0x3741	0x8FB7C1	U+5762	21327	957
2334	0x3742	0x8FB7C2	U+5765	8417	958
2335	0x3743	0x8FB7C3	U+5767	21328	959
2336	0x3744	0x8FB7C4	U+5768	17422	960
2337	0x3745	0x8FB7C5	U+576B	19285	961
2338	0x3746	0x8FB7C6	U+576D	19286	962
2339	0x3747	0x8FB7C7	U+576E	21329	963
2340	0x3748	0x8FB7C8	U+576F	17423	964
2341	0x3749	0x8FB7C9	U+5770	14424	965
2342	0x374A	0x8FB7CA	U+5771	21330	966
2343	0x374B	0x8FB7CB	U+5773	17424	967
2344	0x374C	0x8FB7CC	U+5774	17425	968
2345	0x374D	0x8FB7CD	U+5775	17426	969
2346	0x374E	0x8FB7CE	U+5777	16814	970
2347	0x374F	0x8FB7CF	U+5779	21331	971
2348	0x3750	0x8FB7D0	U+577A	19287	972
2349	0x3751	0x8FB7D1	U+577B	17427	973
2350	0x3752	0x8FB7D2	U+577C	16815	974
2351	0x3753	0x8FB7D3	U+577E	21332	975
2352	0x3754	0x8FB7D4	U+5781	21333	976
2353	0x3755	0x8FB7D5	U+5783	19288	977
2354	0x3756	0x8FB7D6	U+578C	14425	978
2355	0x3757	0x8FB7D7	U+5794	21334	979
2356	0x3758	0x8FB7D8	U+5797	19289	980
2357	0x3759	0x8FB7D9	U+5799	21335	981
2358	0x375A	0x8FB7DA	U+579A	17430	982
2359	0x375B	0x8FB7DB	U+579C	14426	983
